vendor_id,pickup_date,pickup_hour,day_name,is_weekend,day_num,avg_distance,avg_fare,avg_tip,avg_duration_minutes,avg_speed_kmh,sum_passenger,avg_passenger,total_trip,total_revenue,min_transaction,max_transaction,std_transaction
2,2016-05-17,20,Tuesday,0,2,4.71,12.36,1.9,13.49,19.08,2395,1.95,1226,19368.57,4.3,70.01,10.86
1,2016-05-17,21,Tuesday,0,2,4.93,12.73,2.0,13.66,20.02,1493,1.32,1133,18376.38,4.8,70.34,10.37
2,2016-05-18,1,Wednesday,0,3,5.17,12.03,1.63,11.21,26.19,640,1.95,329,4936.47,4.8,56.16,8.41
2,2016-05-18,3,Wednesday,0,3,5.97,13.2,1.75,11.43,29.57,223,1.99,112,1848.3,4.3,52.3,10.42
1,2016-05-18,5,Wednesday,0,3,6.01,13.21,1.66,10.24,30.87,238,1.12,212,3537.7,4.8,69.99,13.95
1,2016-05-18,6,Wednesday,0,3,4.06,10.32,1.52,9.41,23.63,523,1.09,481,6207.72,3.8,69.99,9.74
1,2016-05-18,7,Wednesday,0,3,4.28,11.85,1.72,13.0,18.31,1052,1.15,916,13409.88,3.8,69.99,10.91
1,2016-05-18,8,Wednesday,0,3,3.93,12.4,1.73,15.43,14.43,1191,1.16,1023,15500.34,4.3,69.99,10.29
2,2016-05-18,10,Wednesday,0,3,4.12,13.22,1.79,16.7,14.31,1781,2.03,877,14129.87,4.3,70.01,11.61
1,2016-05-18,11,Wednesday,0,3,3.91,13.22,1.85,16.97,13.51,972,1.21,800,12941.04,3.8,69.99,11.1
2,2016-05-18,13,Wednesday,0,3,4.15,14.37,1.82,18.93,12.73,1728,2.01,859,14868.79,3.8,70.01,12.38
2,2016-05-18,14,Wednesday,0,3,4.07,14.21,1.77,19.02,12.71,1618,1.98,817,13949.33,3.8,70.34,11.5
2,2016-05-18,15,Wednesday,0,3,4.18,14.77,2.02,20.13,12.14,1339,2.1,639,11528.49,3.8,70.01,13.0
2,2016-05-18,16,Wednesday,0,3,4.4,14.83,1.84,20.19,13.34,1188,2.03,585,11042.93,4.8,67.14,12.37
1,2016-05-18,18,Wednesday,0,3,3.64,12.63,1.82,16.81,13.06,1139,1.22,932,15349.21,4.8,65.15,9.86
1,2016-05-18,20,Wednesday,0,3,4.35,12.18,1.88,14.0,17.12,1418,1.23,1151,17971.86,3.8,70.34,10.57
1,2016-05-19,2,Thursday,0,4,5.02,11.74,1.57,10.7,26.62,336,1.23,274,4025.53,3.8,44.15,7.67
1,2016-05-19,4,Thursday,0,4,7.58,16.08,2.09,12.67,33.02,169,1.2,141,2843.8,4.8,67.0,13.09
2,2016-05-19,5,Thursday,0,4,6.3,13.61,1.96,10.27,31.83,372,1.88,198,3436.66,4.8,70.01,15.24
2,2016-05-19,6,Thursday,0,4,5.04,11.82,1.69,10.7,25.46,1030,1.93,535,7894.77,3.8,70.01,13.31
2,2016-05-19,7,Thursday,0,4,3.95,11.08,1.63,12.13,18.75,1913,2.04,936,12802.94,3.8,70.01,9.39
2,2016-05-19,8,Thursday,0,4,3.94,12.15,1.83,14.8,14.94,2194,1.97,1111,16710.77,3.3,70.01,10.57
1,2016-05-19,9,Thursday,0,4,3.64,12.02,1.68,15.07,13.85,1017,1.13,902,13234.99,3.8,67.59,9.26
2,2016-05-19,11,Thursday,0,4,4.02,13.07,1.74,16.79,13.62,1765,1.89,932,14799.95,3.8,70.01,10.34
2,2016-05-19,18,Thursday,0,4,3.65,12.55,1.77,16.64,13.49,2382,2.01,1187,19357.82,4.3,59.81,9.46
2,2016-05-19,20,Thursday,0,4,4.63,12.72,1.86,14.72,17.7,2504,1.95,1287,20786.29,4.3,70.01,10.72
1,2016-05-19,21,Thursday,0,4,4.57,12.68,1.92,14.75,17.74,1523,1.31,1163,18700.18,4.3,69.99,9.97
2,2016-05-20,1,Friday,0,5,5.9,13.75,1.9,13.49,24.8,1114,2.06,541,9262.51,4.3,66.41,10.4
2,2016-05-20,3,Friday,0,5,4.99,11.59,1.47,10.3,27.15,381,1.94,196,2826.46,5.3,53.76,8.96
1,2016-05-20,5,Friday,0,5,6.68,14.39,2.1,11.01,32.09,255,1.12,228,4207.95,5.3,69.99,15.03
1,2016-05-20,6,Friday,0,5,5.34,12.4,1.8,10.79,25.7,507,1.09,467,7249.84,4.3,70.34,13.88
1,2016-05-20,7,Friday,0,5,3.92,10.92,1.58,11.88,18.7,951,1.17,816,11008.19,4.3,68.34,8.96
1,2016-05-20,8,Friday,0,5,4.09,12.3,1.86,14.68,15.34,1048,1.13,928,14115.79,3.8,70.01,10.68
2,2016-05-20,10,Friday,0,5,4.22,13.24,1.72,16.45,14.29,1900,2.05,928,14930.24,3.8,70.01,11.75
1,2016-05-20,11,Friday,0,5,4.14,13.17,1.82,16.46,13.9,945,1.2,789,12711.0,3.8,69.99,11.33
2,2016-05-20,13,Friday,0,5,4.24,13.2,1.64,16.52,14.6,1678,1.93,870,13903.94,3.3,70.01,11.26
2,2016-05-20,14,Friday,0,5,4.32,13.49,1.73,17.35,14.19,1865,2.05,911,14895.68,3.8,70.01,11.87
2,2016-05-20,15,Friday,0,5,3.8,12.86,1.58,17.13,13.16,1647,2.08,793,12273.02,3.8,70.01,10.26
2,2016-05-20,16,Friday,0,5,3.9,12.45,1.66,16.04,14.26,1430,1.97,727,11690.37,4.8,64.84,10.73
1,2016-05-20,18,Friday,0,5,3.53,11.28,1.68,14.06,14.67,1429,1.27,1125,16756.12,4.3,59.79,8.4
1,2016-05-20,20,Friday,0,5,4.38,12.11,1.7,13.65,17.96,1517,1.36,1119,17167.56,4.3,69.99,10.3
2,2016-05-21,1,Saturday,1,6,5.0,12.76,1.67,13.75,20.96,2012,1.98,1014,16043.42,4.3,70.01,9.78
2,2016-05-21,3,Saturday,1,6,5.53,12.89,1.56,12.36,25.2,1225,2.06,594,9428.8,4.3,56.17,9.47
1,2016-05-21,5,Saturday,1,6,7.86,16.61,1.84,13.31,32.46,316,1.25,252,5057.12,4.8,69.99,14.07
1,2016-05-21,6,Saturday,1,6,7.24,15.42,2.02,11.98,31.42,299,1.11,270,5071.32,3.8,69.99,15.99
1,2016-05-21,7,Saturday,1,6,4.89,11.71,1.39,9.96,26.85,355,1.1,323,4584.11,4.3,69.99,11.8
1,2016-05-21,8,Saturday,1,6,4.68,11.5,1.38,10.58,23.66,661,1.19,556,7747.86,3.8,69.99,11.24
2,2016-05-21,10,Saturday,1,6,4.08,11.05,1.41,11.58,19.7,1777,1.9,935,12575.74,3.8,70.01,9.75
1,2016-05-21,11,Saturday,1,6,4.04,11.4,1.51,12.41,17.92,1113,1.32,846,11801.08,3.3,66.34,9.55
2,2016-05-21,13,Saturday,1,6,4.12,12.28,1.38,14.59,16.42,2305,2.04,1128,16506.68,3.8,70.01,10.19
2,2016-05-21,14,Saturday,1,6,4.26,12.52,1.53,14.87,16.66,2244,2.01,1115,16849.35,3.8,70.01,11.26
2,2016-05-21,15,Saturday,1,6,4.2,12.28,1.47,14.39,16.75,2047,2.07,988,14588.56,3.8,70.01,11.23
2,2016-05-21,16,Saturday,1,6,4.2,12.14,1.51,14.28,17.06,1753,1.94,905,13297.51,3.8,70.61,11.08
1,2016-05-21,18,Saturday,1,6,3.65,11.43,1.44,13.93,15.29,1674,1.44,1163,16071.55,3.8,69.99,8.94
1,2016-05-21,20,Saturday,1,6,3.86,11.75,1.54,14.15,16.22,1423,1.43,996,14628.68,4.3,69.99,9.25
2,2016-05-22,1,Sunday,1,7,5.01,12.5,1.61,13.18,22.17,1981,2.01,984,15201.39,4.3,61.84,8.37
2,2016-05-22,3,Sunday,1,7,5.18,12.2,1.67,11.75,24.88,1464,2.11,693,10597.56,3.8,55.0,9.1
1,2016-05-22,5,Sunday,1,7,7.46,16.01,1.78,12.54,31.33,236,1.22,193,3735.87,4.8,69.99,14.9
1,2016-05-22,6,Sunday,1,7,6.71,14.6,1.54,11.35,31.41,222,1.17,189,3269.61,4.3,69.99,13.66
1,2016-05-22,7,Sunday,1,7,6.28,13.81,1.75,10.89,29.57,300,1.19,253,4222.33,3.8,69.99,13.57
1,2016-05-22,8,Sunday,1,7,5.23,12.45,1.25,10.57,26.0,486,1.22,399,5928.93,4.3,69.99,12.09
2,2016-05-22,10,Sunday,1,7,4.34,11.2,1.43,11.08,21.62,1675,1.97,850,11631.48,3.8,70.01,10.4
1,2016-05-22,11,Sunday,1,7,4.25,11.49,1.42,11.87,19.86,1110,1.33,837,11670.82,3.8,69.99,10.02
2,2016-05-22,13,Sunday,1,7,4.4,12.01,1.54,13.14,18.6,2264,2.12,1070,15649.16,3.8,70.01,10.75
2,2016-05-22,14,Sunday,1,7,4.85,13.05,1.68,14.62,17.83,2191,2.11,1037,16526.65,3.8,72.34,12.78
2,2016-05-22,15,Sunday,1,7,4.76,12.89,1.7,14.54,17.98,2107,2.12,993,15652.7,3.8,70.01,12.13
2,2016-05-22,16,Sunday,1,7,4.76,12.73,1.66,14.51,18.09,1888,2.02,936,14529.49,3.8,70.01,11.86
1,2016-05-22,18,Sunday,1,7,4.7,12.75,1.67,14.22,17.98,1215,1.4,868,13521.56,3.8,70.0,11.69
1,2016-05-22,20,Sunday,1,7,5.01,12.56,1.73,12.78,21.16,1118,1.35,829,13194.01,4.3,70.01,12.33
1,2016-05-23,2,Monday,0,1,5.12,11.82,1.33,10.35,27.47,192,1.3,148,2145.41,4.3,37.8,8.27
2,2016-05-23,5,Monday,0,1,6.63,14.0,1.88,10.73,33.02,379,1.7,223,3965.11,4.8,63.36,14.06
2,2016-05-23,6,Monday,0,1,4.96,11.62,1.65,10.39,25.93,1020,1.95,524,7536.22,3.8,70.01,12.4
2,2016-05-23,7,Monday,0,1,4.26,11.41,1.61,12.07,19.98,1667,1.95,854,12051.73,4.3,70.01,10.48
2,2016-05-23,8,Monday,0,1,3.88,11.64,1.7,13.94,15.95,2028,2.0,1014,14500.37,3.8,70.34,9.96
1,2016-05-23,9,Monday,0,1,4.26,12.7,1.83,15.22,15.15,931,1.12,829,12992.88,3.3,71.19,11.94
2,2016-05-23,11,Monday,0,1,4.25,12.43,1.56,14.51,15.9,1512,2.05,736,11154.8,3.8,70.01,11.21
2,2016-05-23,18,Monday,0,1,3.57,10.88,1.58,12.98,16.13,2449,2.03,1207,17327.46,4.8,64.61,8.0
2,2016-05-23,20,Monday,0,1,4.7,11.65,1.76,11.57,22.14,2144,1.99,1079,16119.3,4.3,70.01,10.2
1,2016-05-23,21,Monday,0,1,4.87,12.23,1.9,12.24,21.61,1190,1.29,921,14403.96,3.8,70.01,10.92
2,2016-05-24,1,Tuesday,0,2,5.84,13.38,1.55,11.53,27.74,379,1.97,192,3131.59,4.3,63.36,10.99
2,2016-05-24,3,Tuesday,0,2,6.44,13.84,1.41,11.64,30.35,220,1.96,112,1871.74,4.8,65.34,11.24
1,2016-05-24,5,Tuesday,0,2,6.0,13.1,1.7,10.38,29.98,234,1.07,218,3618.73,4.8,69.99,14.76
1,2016-05-24,6,Tuesday,0,2,4.12,10.42,1.29,9.94,22.96,628,1.1,571,7280.05,3.8,70.0,9.93
1,2016-05-24,7,Tuesday,0,2,3.7,10.71,1.59,12.12,17.47,1078,1.13,955,12636.12,3.8,64.34,8.65
1,2016-05-24,8,Tuesday,0,2,3.43,11.46,1.66,14.54,13.5,1102,1.12,982,13821.41,3.8,70.0,9.49
2,2016-05-24,10,Tuesday,0,2,3.57,12.08,1.7,15.56,13.32,1791,2.02,887,13123.87,3.8,67.84,9.9
1,2016-05-24,11,Tuesday,0,2,3.48,12.51,1.74,16.63,12.21,892,1.17,762,11595.08,4.3,63.35,9.48
2,2016-05-24,13,Tuesday,0,2,4.16,13.05,1.66,16.08,14.53,1734,2.05,846,13394.64,3.8,70.01,11.16
2,2016-05-24,14,Tuesday,0,2,3.9,12.55,1.62,15.86,13.61,1926,2.07,929,14213.09,4.3,70.01,10.76
2,2016-05-24,15,Tuesday,0,2,3.78,12.51,1.57,16.03,13.4,1810,2.02,894,13565.84,4.3,70.01,10.01
2,2016-05-24,16,Tuesday,0,2,3.6,11.7,1.7,14.84,14.14,1607,2.05,784,12070.48,5.3,61.61,9.69
1,2016-05-24,18,Tuesday,0,2,3.63,11.8,1.7,14.82,14.48,1269,1.2,1060,16361.45,4.8,63.35,8.48
1,2016-05-24,20,Tuesday,0,2,4.29,11.49,1.8,12.21,19.34,1232,1.22,1013,14944.15,4.3,65.84,9.11
2,2016-05-25,1,Wednesday,0,3,5.09,11.91,1.47,10.94,26.03,635,2.1,303,4473.57,4.3,57.8,8.74
2,2016-05-25,3,Wednesday,0,3,5.58,12.61,1.57,10.64,28.47,246,2.07,119,1879.43,4.3,68.34,11.5
1,2016-05-25,5,Wednesday,0,3,5.32,11.89,1.52,9.25,30.04,216,1.09,198,2971.29,4.3,70.01,12.66
1,2016-05-25,6,Wednesday,0,3,4.41,10.88,1.56,10.04,24.37,507,1.08,470,6358.43,3.8,70.01,11.09
1,2016-05-25,7,Wednesday,0,3,4.02,11.34,1.68,12.65,18.18,1031,1.13,910,12739.15,3.8,69.99,9.4
1,2016-05-25,8,Wednesday,0,3,3.62,11.51,1.74,14.11,14.43,1114,1.15,967,13772.29,3.8,68.34,9.69
2,2016-05-25,10,Wednesday,0,3,3.86,12.74,1.78,16.17,13.7,1853,2.08,893,13929.96,3.8,70.01,10.85
1,2016-05-25,11,Wednesday,0,3,3.79,13.07,1.68,17.06,12.62,969,1.18,822,13016.98,3.8,63.34,10.27
2,2016-05-25,13,Wednesday,0,3,3.78,12.78,1.73,16.55,13.12,1871,1.99,939,14620.99,3.8,70.01,11.02
2,2016-05-25,14,Wednesday,0,3,3.99,13.17,1.66,17.22,13.25,1984,2.03,976,15494.46,3.8,70.01,11.07
2,2016-05-25,15,Wednesday,0,3,3.96,13.08,1.69,17.3,12.94,1803,2.09,863,13734.19,3.3,70.01,11.32
2,2016-05-25,16,Wednesday,0,3,3.67,12.56,1.74,16.91,13.07,1626,2.1,773,12592.67,4.8,59.81,10.31
1,2016-05-25,18,Wednesday,0,3,3.7,11.96,1.73,15.13,14.13,1260,1.24,1018,15923.32,4.8,64.59,9.16
1,2016-05-25,20,Wednesday,0,3,4.25,11.5,1.75,12.6,18.77,1410,1.25,1127,16601.03,4.3,69.99,9.07
1,2016-05-26,2,Thursday,0,4,5.37,12.62,1.53,11.55,25.6,298,1.26,236,3676.82,4.3,63.36,10.59
1,2016-05-26,4,Thursday,0,4,6.48,14.06,1.62,11.47,30.66,185,1.23,151,2623.3,4.3,63.34,12.2
2,2016-05-26,5,Thursday,0,4,6.13,13.41,1.82,10.32,30.24,363,1.74,209,3546.3,4.8,70.01,15.94
2,2016-05-26,6,Thursday,0,4,4.79,11.44,1.6,10.49,25.08,1046,1.94,540,7659.57,4.3,70.02,12.0
2,2016-05-26,7,Thursday,0,4,3.9,11.26,1.62,12.5,18.12,2017,2.06,978,13573.23,3.8,71.81,9.63
2,2016-05-26,8,Thursday,0,4,3.7,12.13,1.73,15.25,14.83,2154,1.99,1081,16014.65,3.8,63.36,9.51
1,2016-05-26,9,Thursday,0,4,3.43,12.07,1.8,15.6,13.27,908,1.14,796,11778.17,4.3,69.99,9.25
2,2016-05-26,11,Thursday,0,4,3.78,13.15,1.6,17.35,12.88,1868,2.07,903,14245.38,3.8,63.41,10.56
2,2016-05-26,18,Thursday,0,4,3.53,11.6,1.7,14.74,14.24,2254,1.92,1174,17941.0,4.8,67.01,9.03
2,2016-05-26,20,Thursday,0,4,4.28,12.04,1.76,13.68,17.8,2390,1.99,1202,18430.71,4.3,70.01,10.44
1,2016-05-26,21,Thursday,0,4,4.51,12.67,1.84,14.49,17.73,1394,1.28,1093,17481.28,4.3,69.99,10.33
2,2016-05-27,0,Friday,0,5,5.23,12.93,1.81,13.37,22.34,1556,1.92,810,13135.38,3.8,70.01,10.48
1,2016-05-27,1,Friday,0,5,5.01,12.25,1.67,11.71,23.49,583,1.25,466,7141.19,3.8,69.99,10.14
1,2016-05-27,3,Friday,0,5,5.69,12.95,1.57,11.6,27.56,265,1.22,218,3488.56,4.3,56.79,9.43
1,2016-05-27,10,Friday,0,5,3.76,11.91,1.51,14.43,14.52,846,1.18,718,10353.77,3.8,69.99,9.91
2,2016-05-27,12,Friday,0,5,3.85,12.21,1.53,15.12,14.13,1950,2.11,925,13654.81,3.8,70.01,10.67
1,2016-05-27,13,Friday,0,5,4.09,12.65,1.6,15.61,14.65,1121,1.26,887,13596.7,3.8,69.99,11.27
1,2016-05-27,14,Friday,0,5,3.65,12.12,1.48,15.44,13.6,1178,1.26,934,13654.04,3.8,69.99,10.18
1,2016-05-27,15,Friday,0,5,3.5,11.91,1.36,15.36,13.37,1033,1.31,790,11340.7,3.8,68.34,9.9
1,2016-05-27,16,Friday,0,5,3.62,11.51,1.48,14.38,14.86,858,1.3,660,9918.28,4.3,56.19,9.53
2,2016-05-27,17,Friday,0,5,3.85,11.49,1.59,13.62,16.35,1961,2.0,980,14784.65,4.8,69.41,9.9
2,2016-05-27,19,Friday,0,5,3.69,10.77,1.43,12.11,18.17,2237,2.04,1094,15450.53,4.8,62.16,7.73
2,2016-05-27,22,Friday,0,5,4.66,12.46,1.6,13.7,19.21,1931,2.02,958,14881.99,3.8,70.01,9.95
2,2016-05-27,23,Friday,0,5,4.94,12.75,1.66,13.66,20.25,1952,2.01,969,15391.65,4.3,70.01,10.4
1,2016-05-28,0,Saturday,1,6,5.22,13.07,1.63,13.14,22.2,1044,1.42,735,11867.11,3.8,69.99,10.62
2,2016-05-28,2,Saturday,1,6,5.41,12.83,1.55,12.19,25.01,1148,2.08,551,8691.18,4.8,56.76,9.18
2,2016-05-28,4,Saturday,1,6,6.93,14.87,1.59,12.81,30.25,582,2.09,278,5020.36,4.3,70.01,11.17
2,2016-05-28,9,Saturday,1,6,4.43,11.22,1.41,10.91,22.5,1230,2.04,602,8247.9,3.8,70.01,9.87
1,2016-05-28,12,Saturday,1,6,3.55,10.58,1.16,11.66,18.22,1051,1.41,744,9418.09,3.8,69.99,8.14
1,2016-05-28,17,Saturday,1,6,3.94,11.16,1.12,12.11,18.93,1210,1.47,822,10899.21,4.3,69.99,8.91
1,2016-05-28,19,Saturday,1,6,3.83,11.12,1.25,12.17,18.04,1245,1.5,831,11127.68,4.3,69.99,8.87
2,2016-05-28,21,Saturday,1,6,4.47,11.73,1.33,12.42,20.09,1771,2.09,848,12329.86,4.3,70.01,9.58
1,2016-05-28,22,Saturday,1,6,4.22,11.51,1.47,12.36,19.3,1156,1.47,786,11273.24,4.3,67.09,8.78
1,2016-05-28,23,Saturday,1,6,4.64,12.13,1.35,12.8,20.63,1155,1.48,781,11635.61,4.3,61.55,8.94
2,2016-05-29,0,Sunday,1,7,4.82,11.96,1.47,12.15,22.54,1700,2.1,811,11994.91,4.3,64.01,9.08
1,2016-05-29,1,Sunday,1,7,5.32,12.72,1.42,12.3,24.12,835,1.38,604,9376.73,4.3,69.99,9.33
1,2016-05-29,3,Sunday,1,7,5.4,12.57,1.29,11.62,25.54,599,1.41,426,6479.47,4.3,61.55,9.32
1,2016-05-29,10,Sunday,1,7,4.4,11.12,1.22,10.32,23.38,761,1.36,558,7449.18,4.3,69.99,10.0
2,2016-05-29,12,Sunday,1,7,4.25,11.12,1.27,11.18,21.22,1690,2.03,831,11099.67,3.8,70.01,10.08
1,2016-05-29,13,Sunday,1,7,4.29,11.39,1.23,11.66,20.21,1103,1.45,761,10346.05,3.8,67.0,10.03
1,2016-05-29,14,Sunday,1,7,4.7,12.63,1.27,13.27,19.35,1140,1.47,776,11593.93,4.0,69.99,11.64
1,2016-05-29,15,Sunday,1,7,4.61,12.22,1.23,13.04,19.34,1107,1.54,719,10456.13,3.8,70.34,11.04
1,2016-05-29,16,Sunday,1,7,4.38,11.84,1.37,12.73,19.46,970,1.51,642,9220.61,3.8,69.99,10.52
2,2016-05-29,17,Sunday,1,7,5.02,12.88,1.53,13.65,20.41,1890,2.12,891,13790.58,3.8,70.01,11.56
2,2016-05-29,19,Sunday,1,7,4.36,11.54,1.36,11.9,20.68,1662,2.03,818,11390.95,3.8,70.01,10.11
2,2016-05-29,22,Sunday,1,7,4.98,12.16,1.62,12.22,22.77,1532,2.07,739,11275.31,4.3,70.01,10.42
2,2016-05-29,23,Sunday,1,7,5.17,12.4,1.68,12.01,23.66,1641,1.97,833,12957.62,4.3,70.01,11.17
2,2016-05-30,1,Monday,0,1,5.39,12.64,1.31,12.58,23.33,1142,2.08,549,8403.07,4.3,66.36,9.54
2,2016-05-30,3,Monday,0,1,5.97,13.36,1.55,12.02,26.74,426,1.95,219,3591.89,4.3,70.01,11.56
1,2016-05-30,5,Monday,0,1,6.54,14.1,1.23,11.61,30.84,114,1.14,100,1701.02,5.3,69.99,13.79
1,2016-05-30,6,Monday,0,1,6.58,13.92,1.48,10.54,31.84,168,1.14,148,2456.73,3.8,69.99,13.7
1,2016-05-30,7,Monday,0,1,7.07,15.17,1.55,11.03,31.19,253,1.21,209,3776.92,4.3,70.34,16.45
1,2016-05-30,8,Monday,0,1,6.59,14.11,1.91,10.96,30.83,267,1.28,209,3638.46,3.8,69.99,15.24
2,2016-05-30,10,Monday,0,1,5.24,12.12,1.46,10.1,26.97,1086,2.13,509,7494.16,4.2,70.01,12.52
1,2016-05-30,11,Monday,0,1,4.57,11.21,1.31,10.08,24.04,732,1.43,511,6944.31,3.8,70.01,10.92
2,2016-05-30,13,Monday,0,1,4.85,11.74,1.34,10.93,23.6,1533,2.01,762,10810.8,3.8,70.01,11.54
2,2016-05-30,14,Monday,0,1,5.39,12.86,1.59,12.13,23.32,1608,2.06,780,12255.2,3.8,70.01,13.77
2,2016-05-30,15,Monday,0,1,5.15,12.41,1.53,11.98,22.59,1689,2.11,800,12103.58,3.8,70.01,12.98
2,2016-05-30,16,Monday,0,1,5.08,12.43,1.67,12.25,22.31,1742,2.1,830,12719.95,3.8,70.01,13.13
1,2016-05-30,18,Monday,0,1,4.91,12.18,1.62,11.72,22.11,1022,1.35,759,11338.81,3.8,69.99,12.11
1,2016-05-30,20,Monday,0,1,5.2,12.37,1.73,11.4,23.92,835,1.36,614,9616.4,4.8,69.99,12.21
1,2016-05-31,0,Tuesday,0,2,6.57,14.43,1.7,12.32,29.0,377,1.27,297,5239.35,4.8,70.01,11.82
2,2016-05-31,2,Tuesday,0,2,5.08,11.66,0.96,10.26,28.16,230,1.87,123,1716.93,4.3,53.8,8.15
2,2016-05-31,4,Tuesday,0,2,6.85,14.29,1.28,11.17,33.75,206,2.04,101,1753.76,4.8,46.3,11.57
2,2016-05-31,9,Tuesday,0,2,4.41,12.88,1.84,15.19,15.78,1920,2.0,959,15250.31,3.8,70.01,12.37
1,2016-05-31,12,Tuesday,0,2,4.07,12.72,1.55,15.28,14.61,951,1.23,775,11950.81,4.3,69.99,11.29
1,2016-05-31,17,Tuesday,0,2,3.61,11.39,1.61,13.97,15.03,933,1.24,751,11246.85,4.8,62.19,9.39
1,2016-05-31,19,Tuesday,0,2,3.91,10.97,1.64,11.96,18.29,1120,1.22,917,13341.6,4.8,64.55,8.86
2,2016-05-31,21,Tuesday,0,2,4.86,12.21,1.87,12.47,21.43,1972,2.0,987,15466.83,4.3,70.01,10.9
1,2016-05-31,22,Tuesday,0,2,4.94,12.28,1.87,12.31,21.95,974,1.27,765,11989.44,4.8,70.01,10.52
1,2016-05-31,23,Tuesday,0,2,5.09,12.43,1.72,12.23,22.9,687,1.25,551,8616.81,4.3,63.34,9.88
2,2016-06-01,0,Wednesday,0,3,6.22,13.9,1.77,12.45,26.93,832,2.01,413,7093.43,4.3,70.01,12.02
1,2016-06-01,1,Wednesday,0,3,5.79,13.1,1.79,11.65,27.58,272,1.19,228,3735.41,4.3,63.35,10.72
1,2016-06-01,3,Wednesday,0,3,6.75,14.77,1.2,12.27,30.49,126,1.12,113,1967.96,4.8,55.84,11.09
1,2016-06-01,10,Wednesday,0,3,4.11,13.15,1.72,16.69,13.46,874,1.2,729,11616.95,4.3,70.34,11.35
2,2016-06-01,12,Wednesday,0,3,4.08,13.52,1.69,17.35,13.22,1864,2.06,905,14776.15,3.8,70.01,11.41
1,2016-06-01,13,Wednesday,0,3,3.92,13.37,1.61,17.46,12.63,1001,1.23,816,13121.85,3.8,70.0,11.48
1,2016-06-01,14,Wednesday,0,3,3.6,12.6,1.55,16.68,12.11,1033,1.21,856,13007.3,3.8,69.99,10.08
1,2016-06-01,15,Wednesday,0,3,3.32,12.25,1.54,16.33,11.77,967,1.23,786,11669.76,4.3,69.99,9.83
1,2016-06-01,16,Wednesday,0,3,3.47,12.25,1.52,16.52,12.37,810,1.24,653,10243.87,4.8,59.15,9.33
2,2016-06-01,17,Wednesday,0,3,3.97,13.28,1.82,17.97,13.08,1963,2.05,956,16337.33,4.8,63.41,10.55
2,2016-06-01,19,Wednesday,0,3,3.63,11.46,1.7,14.06,15.28,2404,2.02,1191,17945.04,4.8,63.96,8.71
2,2016-06-01,22,Wednesday,0,3,5.0,12.69,1.95,13.41,20.85,2387,2.0,1196,19261.02,4.3,70.01,10.5
2,2016-06-01,23,Wednesday,0,3,5.31,12.98,1.93,13.3,22.49,1931,2.05,942,15467.84,4.3,70.01,10.31
2,2016-06-02,1,Thursday,0,4,5.99,13.56,1.64,12.16,27.75,662,2.02,328,5437.73,4.3,70.01,10.04
2,2016-06-02,3,Thursday,0,4,5.39,12.35,1.43,10.82,28.33,260,2.1,124,1896.49,4.8,58.34,9.11
1,2016-06-02,5,Thursday,0,4,6.53,14.44,1.93,10.78,31.09,207,1.09,190,3455.41,4.3,70.34,16.24
1,2016-06-02,6,Thursday,0,4,4.64,11.22,1.55,10.17,24.48,503,1.07,471,6547.74,3.3,70.34,11.27
1,2016-06-02,7,Thursday,0,4,3.93,11.08,1.66,12.3,17.99,890,1.1,807,11094.04,3.8,69.99,9.69
1,2016-06-02,8,Thursday,0,4,3.68,11.82,1.74,14.81,14.24,1070,1.12,958,13938.85,3.8,69.99,9.61
2,2016-06-02,10,Thursday,0,4,3.9,12.6,1.7,15.9,13.96,1751,1.97,890,13680.4,3.8,71.81,10.38
1,2016-06-02,11,Thursday,0,4,3.41,12.29,1.61,16.22,12.46,982,1.2,820,12194.68,3.8,70.0,9.13
2,2016-06-02,13,Thursday,0,4,4.14,13.46,1.7,17.04,13.51,1908,2.1,907,14733.52,3.8,70.01,11.62
2,2016-06-02,14,Thursday,0,4,3.94,13.05,1.81,17.14,12.87,1989,2.09,951,15192.55,3.8,70.01,11.48
2,2016-06-02,15,Thursday,0,4,3.72,12.52,1.63,16.64,12.86,1784,2.01,889,13495.13,3.8,58.61,10.46
2,2016-06-02,16,Thursday,0,4,3.72,12.43,1.69,16.38,13.39,1612,2.02,800,12958.11,5.3,65.34,10.47
1,2016-06-02,18,Thursday,0,4,3.57,11.83,1.76,15.1,13.85,1301,1.27,1024,15939.5,4.3,63.99,9.17
1,2016-06-02,20,Thursday,0,4,4.42,12.16,1.8,13.57,18.04,1373,1.23,1120,17319.25,4.3,72.34,10.69
1,2016-06-03,0,Friday,0,5,5.31,13.11,1.84,13.44,22.21,925,1.24,748,12278.32,3.8,63.35,10.37
2,2016-06-03,2,Friday,0,5,5.03,11.91,1.37,11.19,25.39,586,1.93,304,4445.19,4.8,64.56,8.72
2,2016-06-03,4,Friday,0,5,7.18,15.46,1.44,11.77,32.06,315,2.07,152,2827.38,4.8,70.01,15.03
2,2016-06-03,9,Friday,0,5,3.7,12.43,1.78,16.18,13.25,2039,2.0,1020,15535.39,3.8,70.01,10.37
1,2016-06-03,12,Friday,0,5,3.93,12.77,1.71,15.94,13.64,979,1.22,800,12422.87,4.3,69.99,10.34
