vendor_id,pickup_date,pickup_hour,day_name,is_weekend,day_num,avg_distance,avg_fare,avg_tip,avg_duration_minutes,avg_speed_kmh,sum_passenger,avg_passenger,total_trip,total_revenue,min_transaction,max_transaction,std_transaction
1,2016-05-03,2,Tuesday,0,2,4.81,11.41,1.43,10.38,24.92,229,1.25,183,2598.94,4.8,56.8,9.49
1,2016-05-03,4,Tuesday,0,2,7.06,15.01,1.32,12.78,30.05,131,1.17,112,1995.75,4.8,52.85,11.9
2,2016-05-03,5,Tuesday,0,2,5.77,12.77,1.87,10.73,27.91,383,2.02,190,3107.53,4.8,70.01,14.56
2,2016-05-03,6,Tuesday,0,2,4.19,10.34,1.42,9.63,23.86,1181,1.96,602,7693.17,3.8,70.01,10.33
2,2016-05-03,7,Tuesday,0,2,3.65,10.63,1.58,12.27,17.45,2028,1.96,1037,13646.32,3.8,70.61,8.68
2,2016-05-03,8,Tuesday,0,2,3.48,11.38,1.7,14.46,14.01,2503,2.01,1248,17490.5,3.8,70.01,9.33
1,2016-05-03,9,Tuesday,0,2,3.57,12.08,1.78,15.63,13.32,1085,1.13,962,14282.8,3.3,68.34,9.83
2,2016-05-03,11,Tuesday,0,2,3.59,12.87,1.64,17.33,12.19,2097,1.97,1062,16480.87,3.8,70.01,10.07
2,2016-05-03,18,Tuesday,0,2,3.79,11.64,1.79,14.18,15.41,2638,2.02,1306,20116.6,4.8,61.01,8.81
2,2016-05-03,20,Tuesday,0,2,4.34,11.6,1.78,12.58,19.29,2413,1.9,1267,18797.7,4.3,70.01,9.56
1,2016-05-03,21,Tuesday,0,2,4.69,12.27,1.9,12.95,20.15,1379,1.24,1116,17458.59,4.3,69.99,10.06
1,2016-05-04,0,Wednesday,0,3,5.75,13.36,1.84,12.87,24.88,525,1.2,437,7308.48,3.8,69.99,10.86
2,2016-05-04,2,Wednesday,0,3,4.97,11.73,1.56,10.61,26.52,330,1.86,177,2582.9,4.8,63.36,8.28
2,2016-05-04,4,Wednesday,0,3,5.6,12.42,1.38,10.2,29.38,196,1.92,102,1567.25,4.3,52.8,10.91
2,2016-05-04,9,Wednesday,0,3,3.8,12.32,1.79,15.43,14.26,2163,1.98,1095,16587.36,3.8,70.01,10.08
1,2016-05-04,12,Wednesday,0,3,3.96,13.06,1.77,16.54,13.26,1005,1.18,851,13616.81,3.8,69.99,11.53
1,2016-05-04,17,Wednesday,0,3,3.46,11.95,1.75,15.86,13.11,1121,1.24,901,14139.38,4.8,70.59,9.99
1,2016-05-04,19,Wednesday,0,3,3.61,10.97,1.7,13.25,15.52,1362,1.18,1154,16849.19,4.8,56.34,8.19
2,2016-05-04,21,Wednesday,0,3,4.78,12.21,1.91,12.8,20.65,2623,2.02,1301,20370.53,4.8,70.01,10.53
1,2016-05-04,22,Wednesday,0,3,4.92,12.48,1.99,12.9,21.19,1370,1.24,1107,17675.32,4.8,69.99,10.57
1,2016-05-04,23,Wednesday,0,3,5.23,12.94,1.89,13.06,22.28,1004,1.28,786,12864.99,4.3,69.99,10.78
1,2016-05-05,2,Thursday,0,4,5.06,11.93,1.4,10.93,25.93,290,1.29,225,3292.13,4.8,59.3,8.52
1,2016-05-05,4,Thursday,0,4,6.23,13.74,1.52,10.75,31.16,171,1.27,135,2278.8,4.3,69.99,12.28
2,2016-05-05,5,Thursday,0,4,6.22,13.52,1.73,10.16,31.55,403,1.99,203,3481.7,4.8,70.01,14.47
2,2016-05-05,6,Thursday,0,4,4.5,10.88,1.43,9.72,25.48,1063,1.93,552,7404.14,4.3,70.01,11.07
2,2016-05-05,7,Thursday,0,4,3.9,10.96,1.57,12.05,18.59,2083,2.0,1041,14099.62,3.8,70.01,9.83
2,2016-05-05,8,Thursday,0,4,3.7,11.68,1.71,14.31,15.18,2334,1.98,1177,16918.78,3.8,70.01,9.5
1,2016-05-05,9,Thursday,0,4,3.77,12.27,1.73,15.44,13.74,1040,1.12,930,13954.26,3.3,70.0,10.5
2,2016-05-05,11,Thursday,0,4,3.94,12.7,1.69,16.05,13.86,2099,2.02,1039,16051.38,3.8,70.01,10.35
2,2016-05-05,18,Thursday,0,4,3.78,12.06,1.83,15.31,14.43,2699,2.03,1332,21105.38,4.8,65.81,9.32
2,2016-05-05,20,Thursday,0,4,4.38,12.02,1.78,13.56,18.1,2708,2.01,1346,20577.05,4.3,70.01,9.79
1,2016-05-05,21,Thursday,0,4,4.66,12.68,1.97,14.24,18.37,1565,1.29,1213,19511.88,4.8,69.99,10.43
1,2016-05-06,2,Friday,0,5,5.26,12.55,1.56,12.12,24.47,521,1.22,427,6597.22,4.3,51.3,9.04
1,2016-05-06,4,Friday,0,5,6.83,14.91,1.9,13.01,28.65,297,1.27,233,4306.66,4.3,69.99,12.35
2,2016-05-06,5,Friday,0,5,6.48,13.97,2.03,11.36,29.45,431,2.0,215,3819.98,4.8,70.01,15.9
2,2016-05-06,6,Friday,0,5,4.41,10.8,1.55,10.39,23.55,1041,1.81,576,7757.99,3.8,70.01,10.96
2,2016-05-06,7,Friday,0,5,3.82,10.93,1.62,12.43,17.61,2056,2.01,1024,13874.6,3.8,70.01,9.62
2,2016-05-06,8,Friday,0,5,3.49,11.6,1.71,14.8,13.65,2479,2.02,1227,17541.6,4.3,70.01,9.64
1,2016-05-06,9,Friday,0,5,3.22,11.78,1.65,15.63,12.37,1014,1.13,898,12923.18,3.8,69.99,9.12
2,2016-05-06,11,Friday,0,5,3.81,12.77,1.62,16.67,13.18,1944,1.96,994,15314.97,4.3,70.01,10.19
2,2016-05-06,18,Friday,0,5,3.86,11.88,1.78,14.59,15.27,2684,2.02,1332,20863.22,4.8,61.01,9.04
2,2016-05-06,20,Friday,0,5,4.12,11.44,1.76,12.75,17.96,2318,1.98,1171,17207.03,4.3,70.01,9.8
1,2016-05-06,21,Friday,0,5,4.38,12.16,1.72,13.45,17.98,1493,1.36,1095,16857.15,4.3,70.34,10.6
1,2016-05-07,0,Saturday,1,6,5.35,13.47,1.9,14.3,21.28,1374,1.35,1016,17136.49,4.8,63.34,10.79
2,2016-05-07,2,Saturday,1,6,4.7,11.62,1.53,11.47,23.13,1559,2.04,763,11093.22,4.3,61.56,8.42
2,2016-05-07,4,Saturday,1,6,5.61,12.81,1.38,11.86,27.01,746,2.19,341,5340.79,4.3,70.01,9.63
2,2016-05-07,9,Saturday,1,6,4.25,10.91,1.43,10.66,21.92,1671,1.99,841,11214.21,3.8,70.01,10.21
1,2016-05-07,12,Saturday,1,6,3.82,11.07,1.4,12.38,17.58,1367,1.34,1023,13752.73,3.8,69.99,9.26
1,2016-05-07,17,Saturday,1,6,3.96,11.57,1.47,13.5,16.82,1421,1.42,1004,14114.91,3.8,70.0,9.06
1,2016-05-07,19,Saturday,1,6,3.63,11.21,1.41,13.32,16.15,1760,1.45,1214,16547.62,3.8,69.99,8.42
2,2016-05-07,21,Saturday,1,6,3.94,11.14,1.43,12.45,18.37,2156,2.01,1070,14924.44,4.3,70.01,8.29
1,2016-05-07,22,Saturday,1,6,4.21,11.83,1.5,13.44,18.2,1640,1.47,1113,16383.03,4.3,69.99,8.39
1,2016-05-07,23,Saturday,1,6,4.16,11.7,1.54,13.08,18.44,1670,1.44,1158,16898.31,4.8,68.34,8.6
1,2016-05-08,2,Sunday,1,7,4.85,12.1,1.64,12.08,22.89,1033,1.41,735,11103.2,4.3,55.3,8.34
1,2016-05-08,4,Sunday,1,7,5.92,13.46,1.58,11.95,26.97,466,1.29,361,5933.14,4.3,69.99,10.39
2,2016-05-08,5,Sunday,1,7,7.11,15.28,1.26,11.75,32.7,301,1.88,160,2915.33,4.8,70.01,12.45
2,2016-05-08,6,Sunday,1,7,7.06,15.02,1.42,10.82,34.65,345,2.03,170,2996.76,4.3,70.01,14.8
2,2016-05-08,7,Sunday,1,7,5.16,11.63,1.36,9.18,28.9,533,1.83,292,4110.06,3.8,70.01,12.19
2,2016-05-08,8,Sunday,1,7,4.86,11.34,1.41,9.63,26.63,886,1.98,448,6218.92,3.8,67.34,11.17
1,2016-05-08,9,Sunday,1,7,4.23,10.49,1.38,9.36,24.23,740,1.3,569,7326.01,3.8,69.99,9.9
2,2016-05-08,11,Sunday,1,7,4.29,11.09,1.46,11.09,21.36,2190,2.04,1075,14556.9,3.8,70.01,9.87
2,2016-05-08,18,Sunday,1,7,4.81,12.51,1.61,13.74,19.3,2228,2.05,1089,16573.64,3.8,70.01,12.11
2,2016-05-08,20,Sunday,1,7,5.07,12.63,1.73,13.47,20.68,1814,1.99,911,14550.01,4.8,70.01,11.88
1,2016-05-08,21,Sunday,1,7,4.78,12.18,1.75,12.81,20.92,985,1.34,737,11417.12,4.8,69.99,10.85
2,2016-05-09,1,Monday,0,1,6.87,14.66,1.53,12.56,30.24,437,2.1,208,3660.27,4.3,58.34,10.43
2,2016-05-09,3,Monday,0,1,6.55,14.15,1.32,12.21,29.83,188,2.24,84,1426.09,4.3,55.56,11.87
1,2016-05-09,5,Monday,0,1,6.83,14.32,2.2,10.77,33.51,228,1.11,206,3793.58,4.3,69.99,15.19
1,2016-05-09,6,Monday,0,1,5.03,11.94,1.62,10.82,25.06,542,1.09,499,7363.73,3.8,70.0,13.02
1,2016-05-09,7,Monday,0,1,4.19,11.65,1.59,12.95,18.53,899,1.16,776,11068.89,3.8,70.0,10.73
1,2016-05-09,8,Monday,0,1,4.17,12.7,1.83,15.55,14.99,971,1.12,869,13592.21,3.8,70.0,11.66
2,2016-05-09,10,Monday,0,1,4.45,12.95,1.72,15.32,16.33,1354,1.89,716,11324.08,3.8,70.01,11.66
1,2016-05-09,11,Monday,0,1,4.01,12.34,1.68,14.94,15.04,842,1.2,702,10600.08,3.8,69.99,10.96
2,2016-05-09,13,Monday,0,1,4.3,12.28,1.52,14.01,16.84,1776,2.09,851,12718.5,3.8,70.01,11.59
2,2016-05-09,14,Monday,0,1,4.61,13.13,1.67,15.45,16.15,1949,2.08,935,14958.26,3.8,70.01,12.85
2,2016-05-09,15,Monday,0,1,4.03,12.2,1.58,15.15,15.24,1876,2.09,899,13418.25,3.8,70.01,10.81
2,2016-05-09,16,Monday,0,1,3.65,11.17,1.65,13.55,15.94,1700,2.08,819,12178.56,5.3,66.96,10.1
1,2016-05-09,18,Monday,0,1,3.58,10.97,1.64,12.9,16.19,1364,1.23,1113,16207.35,5.3,60.39,8.11
1,2016-05-09,20,Monday,0,1,4.57,11.65,1.68,11.69,21.52,1098,1.21,909,13480.04,4.8,69.99,10.01
2,2016-05-10,1,Tuesday,0,2,5.21,11.97,1.47,10.82,27.36,508,2.02,252,3737.37,4.3,63.36,8.39
2,2016-05-10,3,Tuesday,0,2,5.65,12.63,1.35,11.02,28.65,174,1.74,100,1541.36,4.8,49.8,10.16
1,2016-05-10,5,Tuesday,0,2,5.13,11.86,1.49,9.4,28.91,238,1.05,227,3389.51,4.3,69.99,12.18
1,2016-05-10,6,Tuesday,0,2,4.54,11.04,1.58,10.06,24.75,482,1.06,453,6219.03,4.3,70.0,10.58
1,2016-05-10,7,Tuesday,0,2,3.89,11.02,1.62,12.12,18.05,915,1.12,817,11143.95,3.8,71.2,9.58
1,2016-05-10,8,Tuesday,0,2,3.6,11.77,1.72,14.77,13.93,1121,1.16,969,13979.89,4.3,69.39,8.99
2,2016-05-10,10,Tuesday,0,2,3.92,12.73,1.73,16.13,14.17,1881,2.11,891,13843.77,4.3,70.01,10.56
1,2016-05-10,11,Tuesday,0,2,3.63,12.47,1.65,16.09,12.81,939,1.2,784,11854.92,3.8,69.99,9.97
2,2016-05-10,13,Tuesday,0,2,4.31,13.04,1.81,15.64,15.24,1868,1.98,944,15130.41,3.8,70.01,11.98
2,2016-05-10,14,Tuesday,0,2,4.14,12.69,1.63,15.72,14.27,2071,1.99,1043,16063.95,3.8,70.01,11.48
2,2016-05-10,15,Tuesday,0,2,4.02,12.58,1.74,15.7,14.24,1941,2.02,959,14828.93,3.8,70.34,11.66
2,2016-05-10,16,Tuesday,0,2,3.93,12.06,1.74,14.86,15.09,1694,1.95,867,13768.18,4.8,67.01,10.79
1,2016-05-10,18,Tuesday,0,2,3.53,11.32,1.73,13.95,15.05,1392,1.22,1144,17164.59,4.8,59.19,8.25
1,2016-05-10,20,Tuesday,0,2,4.37,11.6,1.84,12.21,19.76,1202,1.19,1009,15071.01,4.3,69.99,9.81
2,2016-05-11,1,Wednesday,0,3,5.12,11.82,1.48,10.63,26.85,571,2.09,273,4014.96,4.8,58.34,8.98
2,2016-05-11,3,Wednesday,0,3,6.66,14.3,1.58,12.12,31.32,214,1.96,109,1882.6,4.8,70.01,10.57
1,2016-05-11,5,Wednesday,0,3,5.22,11.75,1.75,9.21,29.65,204,1.08,189,2872.02,3.8,69.99,12.68
1,2016-05-11,6,Wednesday,0,3,4.18,10.45,1.41,9.33,24.29,529,1.1,480,6204.42,3.8,69.99,10.76
1,2016-05-11,7,Wednesday,0,3,3.83,10.92,1.67,12.16,17.93,1024,1.12,917,12446.37,4.3,69.99,9.49
1,2016-05-11,8,Wednesday,0,3,3.51,11.56,1.76,14.36,14.28,1097,1.14,964,13755.98,3.8,69.99,9.01
2,2016-05-11,10,Wednesday,0,3,3.82,12.68,1.82,16.28,13.49,1826,1.96,933,14482.83,3.8,70.01,10.22
1,2016-05-11,11,Wednesday,0,3,4.06,13.45,1.72,17.28,13.11,983,1.21,814,13259.66,3.8,69.99,11.42
2,2016-05-11,13,Wednesday,0,3,4.1,13.15,1.75,16.7,13.84,1814,1.92,944,15078.34,3.8,70.01,11.16
2,2016-05-11,14,Wednesday,0,3,4.18,13.31,1.77,17.02,13.43,1821,1.98,921,14925.69,3.8,70.01,11.43
2,2016-05-11,15,Wednesday,0,3,3.84,12.87,1.62,16.81,13.02,1853,1.99,932,14490.73,3.8,70.01,10.65
2,2016-05-11,16,Wednesday,0,3,4.04,12.88,1.83,16.54,14.23,1612,2.0,808,13572.6,5.3,68.81,11.43
1,2016-05-11,18,Wednesday,0,3,3.44,11.82,1.73,15.28,13.8,1200,1.21,989,15311.62,4.8,66.4,9.05
1,2016-05-11,20,Wednesday,0,3,4.35,11.94,1.84,13.25,18.32,1407,1.21,1167,17879.31,4.3,69.99,9.84
2,2016-05-12,1,Thursday,0,4,5.11,11.94,1.7,11.07,26.25,716,2.06,347,5210.3,4.8,66.34,9.66
2,2016-05-12,3,Thursday,0,4,6.01,13.26,1.58,11.59,29.1,268,2.05,131,2139.11,4.3,49.56,10.07
1,2016-05-12,5,Thursday,0,4,5.73,12.73,1.84,9.99,30.01,226,1.06,214,3527.71,4.3,69.99,13.4
1,2016-05-12,6,Thursday,0,4,4.22,10.52,1.51,9.58,23.85,537,1.08,498,6518.37,3.8,69.99,10.36
1,2016-05-12,7,Thursday,0,4,4.01,11.34,1.71,12.71,18.23,971,1.1,885,12462.35,3.8,69.99,9.53
1,2016-05-12,8,Thursday,0,4,3.43,11.49,1.74,14.46,13.84,1117,1.12,997,14088.32,3.8,58.59,8.3
2,2016-05-12,10,Thursday,0,4,3.99,13.15,1.89,16.88,13.56,1751,1.98,884,14289.58,3.8,70.01,11.27
1,2016-05-12,11,Thursday,0,4,4.24,14.21,1.94,18.57,12.99,1044,1.21,866,14968.73,4.3,69.99,11.54
2,2016-05-12,13,Thursday,0,4,4.24,13.81,1.88,17.85,13.25,1959,2.04,958,16056.58,3.8,70.01,12.04
2,2016-05-12,14,Thursday,0,4,3.89,13.26,1.78,17.3,12.78,2027,2.05,988,15958.85,3.8,70.01,11.81
2,2016-05-12,15,Thursday,0,4,3.7,13.11,1.73,17.64,12.13,1962,2.08,942,14963.65,3.8,70.01,10.87
2,2016-05-12,16,Thursday,0,4,3.76,12.76,1.82,17.13,12.95,1414,1.91,740,12340.05,4.8,66.41,11.45
1,2016-05-12,18,Thursday,0,4,3.48,11.8,1.68,15.31,13.6,1351,1.23,1099,16942.44,4.3,63.95,8.93
1,2016-05-12,20,Thursday,0,4,4.21,12.03,1.84,14.13,16.87,1411,1.22,1152,17677.07,4.3,70.0,9.41
2,2016-05-13,1,Friday,0,5,5.24,12.41,1.59,12.01,24.56,1121,2.08,539,8306.71,4.3,70.01,9.27
2,2016-05-13,3,Friday,0,5,5.31,12.11,1.46,10.48,27.76,385,2.04,189,2831.66,4.3,63.34,10.37
1,2016-05-13,5,Friday,0,5,6.26,13.62,1.98,10.52,31.24,245,1.09,225,3937.91,4.3,70.55,15.26
1,2016-05-13,6,Friday,0,5,5.1,11.97,1.71,10.7,25.53,470,1.08,434,6457.92,3.8,69.99,11.96
1,2016-05-13,7,Friday,0,5,3.56,10.42,1.47,11.54,17.68,930,1.12,832,10688.46,3.8,63.3,8.63
1,2016-05-13,8,Friday,0,5,3.69,11.86,1.76,14.76,14.19,1031,1.13,916,13362.19,3.8,69.99,9.32
2,2016-05-13,10,Friday,0,5,4.05,12.87,1.78,16.22,14.2,1903,2.06,923,14507.63,3.8,70.01,10.89
1,2016-05-13,11,Friday,0,5,3.84,13.16,1.79,16.89,12.88,966,1.21,800,12820.67,3.8,69.99,11.2
2,2016-05-13,13,Friday,0,5,4.38,14.36,1.88,18.61,13.95,1695,1.96,865,15060.86,3.8,70.01,12.3
2,2016-05-13,14,Friday,0,5,4.05,14.25,1.92,19.51,12.43,1795,1.98,908,15695.92,3.8,70.01,11.87
2,2016-05-13,15,Friday,0,5,3.54,13.53,1.66,19.44,11.09,1467,1.99,737,11972.93,3.3,62.81,10.59
2,2016-05-13,16,Friday,0,5,2.97,11.7,1.58,16.43,11.95,1195,1.85,647,9793.73,3.8,56.81,9.17
1,2016-05-13,18,Friday,0,5,3.29,11.78,1.73,15.87,12.89,1179,1.25,943,14530.23,4.8,60.3,8.77
1,2016-05-13,20,Friday,0,5,4.08,11.7,1.75,13.56,16.87,1391,1.32,1057,15790.3,3.8,69.99,10.01
2,2016-05-14,1,Saturday,1,6,4.86,12.08,1.7,12.41,22.29,1941,2.06,943,14306.97,4.3,59.16,8.7
2,2016-05-14,3,Saturday,1,6,5.14,12.06,1.56,11.33,25.21,1215,2.03,599,8970.46,4.3,58.56,8.61
1,2016-05-14,5,Saturday,1,6,7.19,15.42,1.65,11.81,32.28,252,1.22,207,3886.95,4.3,69.99,15.16
1,2016-05-14,6,Saturday,1,6,5.81,12.87,1.37,10.3,29.96,254,1.12,227,3503.2,3.8,69.99,12.46
1,2016-05-14,7,Saturday,1,6,4.96,11.75,1.41,9.84,26.83,353,1.11,317,4502.73,3.8,69.99,12.16
1,2016-05-14,8,Saturday,1,6,4.51,11.44,1.44,10.8,22.81,611,1.17,523,7310.47,3.8,69.99,10.58
2,2016-05-14,10,Saturday,1,6,4.17,11.43,1.47,12.33,19.35,2001,2.05,976,13544.91,3.8,70.01,9.7
1,2016-05-14,11,Saturday,1,6,4.04,11.52,1.45,12.84,17.75,1215,1.32,919,12813.12,3.8,69.99,9.62
2,2016-05-14,13,Saturday,1,6,3.91,11.76,1.41,14.02,16.41,2292,2.01,1140,16057.34,3.8,70.01,9.27
2,2016-05-14,14,Saturday,1,6,3.66,11.41,1.41,13.84,15.82,2063,2.0,1033,14208.35,3.8,68.34,9.02
2,2016-05-14,15,Saturday,1,6,3.93,11.79,1.52,14.11,16.3,2040,1.97,1033,14739.59,3.8,70.01,9.84
2,2016-05-14,16,Saturday,1,6,3.84,11.58,1.41,13.91,16.39,1799,2.07,867,12058.69,3.8,70.01,9.09
1,2016-05-14,18,Saturday,1,6,3.7,11.88,1.5,14.76,15.07,1673,1.44,1159,16625.07,3.8,69.99,8.83
1,2016-05-14,20,Saturday,1,6,3.77,11.45,1.46,13.74,16.2,1551,1.45,1066,15215.47,4.3,69.99,8.54
2,2016-05-15,1,Sunday,1,7,4.5,11.67,1.66,12.17,21.31,2311,2.09,1106,16212.12,4.3,63.36,8.07
2,2016-05-15,3,Sunday,1,7,5.17,12.25,1.55,11.75,24.54,1422,2.12,672,10197.73,4.8,57.36,8.86
1,2016-05-15,5,Sunday,1,7,7.54,15.92,1.79,12.23,32.12,229,1.27,180,3492.77,3.8,70.34,15.57
1,2016-05-15,6,Sunday,1,7,6.75,14.58,1.43,11.18,31.61,246,1.26,196,3391.74,4.3,70.0,14.08
1,2016-05-15,7,Sunday,1,7,5.49,12.41,1.49,9.9,28.86,309,1.16,267,3991.28,3.8,69.99,12.27
1,2016-05-15,8,Sunday,1,7,4.51,10.93,1.47,9.32,25.9,462,1.27,365,4922.19,3.8,69.99,10.88
2,2016-05-15,10,Sunday,1,7,4.46,11.26,1.47,10.9,22.52,1941,2.08,932,12832.21,3.8,70.01,10.08
1,2016-05-15,11,Sunday,1,7,4.02,10.99,1.49,11.65,19.12,1347,1.36,991,13336.46,3.8,69.99,9.4
2,2016-05-15,13,Sunday,1,7,4.43,12.08,1.56,13.54,18.4,2352,2.01,1169,17178.3,4.3,71.21,10.61
2,2016-05-15,14,Sunday,1,7,4.26,12.12,1.56,14.03,17.37,2318,2.0,1157,17045.21,3.8,70.01,10.95
2,2016-05-15,15,Sunday,1,7,4.27,11.98,1.59,14.06,17.42,2033,2.07,981,14319.23,3.8,70.01,10.6
2,2016-05-15,16,Sunday,1,7,4.65,12.69,1.63,14.56,18.15,1904,2.06,925,14251.59,3.8,70.01,11.93
1,2016-05-15,18,Sunday,1,7,3.95,11.62,1.55,13.53,16.76,1143,1.35,844,11997.89,3.8,63.35,9.94
1,2016-05-15,20,Sunday,1,7,4.44,11.6,1.68,12.31,19.84,1035,1.31,789,11652.5,4.3,69.99,10.13
2,2016-05-16,1,Monday,0,1,6.65,14.71,1.68,12.16,29.91,438,1.96,223,3997.04,4.8,71.21,13.19
2,2016-05-16,3,Monday,0,1,5.98,12.91,1.4,10.83,31.57,155,1.94,80,1271.07,4.8,43.84,9.91
1,2016-05-16,5,Monday,0,1,6.81,14.59,2.22,10.85,32.54,236,1.09,217,4082.08,4.8,69.99,15.98
1,2016-05-16,6,Monday,0,1,4.14,10.33,1.41,9.39,24.63,528,1.08,488,6245.56,3.8,69.99,9.89
1,2016-05-16,7,Monday,0,1,3.87,10.87,1.53,11.57,19.03,887,1.13,788,10575.32,3.8,69.99,9.38
1,2016-05-16,8,Monday,0,1,3.8,11.7,1.67,14.08,15.4,1134,1.17,973,14000.21,3.8,69.99,9.75
2,2016-05-16,10,Monday,0,1,4.26,12.98,1.83,15.8,15.18,1807,2.08,869,13901.15,3.8,70.01,11.39
1,2016-05-16,11,Monday,0,1,4.26,13.23,1.67,16.32,14.75,917,1.22,749,12034.15,3.3,69.99,11.36
2,2016-05-16,13,Monday,0,1,4.37,13.01,1.63,15.56,15.7,1768,2.03,871,13743.84,3.8,70.01,11.64
2,2016-05-16,14,Monday,0,1,4.6,13.29,1.75,15.84,15.74,2045,2.05,997,16150.35,3.8,70.01,12.56
2,2016-05-16,15,Monday,0,1,4.1,12.5,1.62,15.57,14.77,1860,2.02,920,14047.74,3.8,70.01,11.0
2,2016-05-16,16,Monday,0,1,4.2,12.48,1.78,15.2,15.8,1777,2.05,865,14234.26,4.8,63.41,11.02
1,2016-05-16,18,Monday,0,1,3.59,11.34,1.76,13.94,15.19,1257,1.22,1028,15423.82,5.3,59.75,8.4
1,2016-05-16,20,Monday,0,1,4.42,11.59,1.72,11.95,20.21,1323,1.25,1055,15654.27,4.8,69.99,10.03
2,2016-05-17,1,Tuesday,0,2,5.56,12.46,1.59,10.94,27.85,626,1.98,316,4901.86,4.8,55.61,9.46
2,2016-05-17,3,Tuesday,0,2,6.6,14.4,1.49,12.72,29.63,192,2.04,94,1626.4,4.8,55.84,11.19
1,2016-05-17,5,Tuesday,0,2,6.71,14.37,1.62,10.44,33.08,195,1.07,182,3183.36,4.3,69.99,14.23
1,2016-05-17,6,Tuesday,0,2,4.38,10.74,1.49,9.79,24.37,538,1.07,504,6694.01,4.3,69.99,10.1
1,2016-05-17,7,Tuesday,0,2,3.91,11.03,1.55,12.11,18.34,971,1.1,882,11962.94,4.3,69.99,9.38
1,2016-05-17,8,Tuesday,0,2,3.65,11.79,1.69,14.64,14.48,1143,1.14,999,14416.33,3.8,69.99,9.03
2,2016-05-17,10,Tuesday,0,2,4.31,13.84,1.96,17.62,13.82,1953,2.02,969,16432.46,4.3,68.34,11.74
1,2016-05-17,11,Tuesday,0,2,3.75,12.95,1.6,16.97,12.67,1004,1.22,824,12794.83,4.3,61.59,9.63
2,2016-05-17,13,Tuesday,0,2,4.45,13.92,1.69,17.39,14.35,1904,2.04,934,15635.64,3.8,70.01,12.0
2,2016-05-17,14,Tuesday,0,2,4.38,14.01,1.94,18.1,13.49,1951,1.94,1004,17201.21,3.8,70.01,12.51
2,2016-05-17,15,Tuesday,0,2,4.03,13.37,1.81,17.79,13.04,1895,2.02,937,15301.11,3.8,71.81,11.16
2,2016-05-17,16,Tuesday,0,2,3.96,12.99,1.81,17.2,13.36,1508,1.97,765,12955.09,5.3,64.61,11.03
1,2016-05-17,18,Tuesday,0,2,3.62,11.9,1.8,15.15,14.14,1382,1.26,1096,17192.77,4.8,65.75,9.07
1,2016-05-17,20,Tuesday,0,2,4.58,12.19,1.84,13.41,19.1,1311,1.21,1086,16918.27,4.3,69.99,9.82
2,2016-05-18,0,Wednesday,0,3,5.5,13.13,1.88,12.47,24.78,1325,2.1,631,10390.57,4.3,70.01,10.8
1,2016-05-18,1,Wednesday,0,3,5.36,12.47,1.55,11.32,27.02,370,1.19,312,4813.38,4.3,63.34,9.52
1,2016-05-18,3,Wednesday,0,3,6.01,13.47,1.66,11.96,27.51,173,1.31,132,2185.36,4.8,46.59,10.29
1,2016-05-18,10,Wednesday,0,3,3.91,12.95,1.81,16.34,13.71,908,1.16,782,12391.58,3.3,70.34,11.54
2,2016-05-18,12,Wednesday,0,3,4.17,14.02,1.75,18.13,13.33,1792,2.03,881,14895.36,3.8,70.01,11.52
1,2016-05-18,13,Wednesday,0,3,4.19,14.26,1.87,18.53,12.95,951,1.25,759,13099.91,3.8,68.34,12.09
1,2016-05-18,14,Wednesday,0,3,3.8,13.85,1.74,18.8,12.06,1015,1.24,819,13644.34,3.8,69.99,11.37
1,2016-05-18,15,Wednesday,0,3,3.52,14.02,1.72,19.69,10.91,815,1.29,633,10692.64,3.8,60.99,11.29
1,2016-05-18,16,Wednesday,0,3,3.36,13.13,1.87,18.36,11.64,619,1.24,501,8532.76,4.8,57.84,10.81
2,2016-05-18,17,Wednesday,0,3,3.86,14.01,2.0,19.62,12.5,1542,1.96,785,14125.54,4.8,66.41,11.17
2,2016-05-18,19,Wednesday,0,3,3.87,11.88,1.82,14.67,15.47,2456,1.99,1236,19388.65,4.8,61.61,9.18
2,2016-05-18,22,Wednesday,0,3,5.15,13.2,2.0,14.39,20.39,2615,2.0,1307,21786.39,4.3,68.34,10.47
2,2016-05-18,23,Wednesday,0,3,5.15,12.9,1.86,13.44,21.74,2036,2.0,1017,16460.95,4.3,70.01,10.17
2,2016-05-19,1,Thursday,0,4,5.4,12.43,1.66,11.48,26.77,876,2.22,394,6104.23,4.8,70.01,8.75
2,2016-05-19,3,Thursday,0,4,5.47,12.51,1.64,11.48,26.63,320,2.05,156,2421.39,4.8,52.01,9.44
1,2016-05-19,5,Thursday,0,4,6.17,13.71,1.91,10.16,30.89,250,1.09,229,3998.46,4.8,69.99,16.13
1,2016-05-19,6,Thursday,0,4,4.88,11.73,1.77,10.42,25.07,564,1.07,527,7761.22,3.8,70.01,12.76
1,2016-05-19,7,Thursday,0,4,4.02,11.38,1.67,12.71,17.83,1005,1.13,889,12495.83,3.8,69.99,10.09
1,2016-05-19,8,Thursday,0,4,3.67,11.68,1.77,14.3,14.39,1105,1.15,961,13877.1,3.8,69.99,9.81
2,2016-05-19,10,Thursday,0,4,4.2,13.35,1.89,17.06,14.03,1763,1.86,946,15461.77,3.8,71.21,11.39
